Data,Mês,Canal,Produto,Quantidade Vendida,Preço Unitário,Receita Total
2025-03-01,Março,A1500108,BOLSA,29.0,999.0,28971.0
2025-03-01,Março,A1500108,Garrafa,29.0,,
2025-03-01,Março,A1500107,Mochila,160.0,,
2025-03-01,Março,A1500108,Garrafa,102.0,,
2025-03-01,Março,A3100104,Garrafa,34.0,,
2025-03-01,Março,A3100104,Carteira,43.0,210.0,9030.0
2025-03-01,Março,A3100104,Boné,27.0,,
2025-03-01,Março,A1500108,Boné,43.0,,
2025-03-01,Março,A1500108,Malaa,75.0,,
2025-03-01,Março,A3100104,Boné,31.0,,
2025-03-01,Março,A1500108,Tênis,32.0,,
2025-03-01,Março,A1500108,Boné,36.0,,
2025-03-01,Março,A1500108,Mochila,27.0,,
2025-03-01,Março,A1500107,Garrafa,180.0,,
2025-03-01,Março,A3100104,Malaa,27.0,,
2025-03-01,Março,A1500108,Carteira,38.0,210.0,7980.0
2025-03-01,Março,A1500108,Boné,17.0,,
2025-03-01,Março,A1500108,Boné,31.0,,
2025-03-01,Março,A1500108,Carteira,150.0,210.0,31500.0
2025-03-01,Março,A3100104,Mochila,50.0,,
2025-03-01,Março,A1500108,Carteira,24.0,210.0,5040.0
2025-03-01,Março,A1500108,Malaa,32.0,,
2025-03-01,Março,A3100104,BOLSA,39.0,999.0,38961.0
2025-03-01,Março,A1500108,Tênis,35.0,,
2025-03-01,Março,A1500108,Garrafa,44.0,,
2025-03-01,Março,A1500107,Carteira,56.0,210.0,11760.0
2025-03-01,Março,A1500108,Mochila,48.0,,
2025-03-01,Março,A1500108,Carteira,36.0,210.0,7560.0
2025-03-01,Março,A3100104,Garrafa,17.0,,
2025-03-01,Março,A1500108,FONE,66.0,159.0,10494.0
2025-03-01,Março,A3100104,Tênis,40.0,,
2025-03-01,Março,A3100104,FONE,37.0,159.0,5883.0
2025-03-01,Março,A3100104,Boné,23.0,,
2025-03-01,Março,A1500108,BOLSA,43.0,999.0,42957.0
2025-03-01,Março,A1500107,Mochila,94.0,,
2025-03-01,Março,A3100104,BOLSA,25.0,999.0,24975.0
2025-03-01,Março,A1500108,Tênis,33.0,,
2025-03-01,Março,A1500108,Carteira,45.0,210.0,9450.0
2025-03-01,Março,A1500108,Carteira,18.0,210.0,3780.0
2025-03-01,Março,A3100104,Malaa,29.0,,
2025-03-01,Março,A1500108,Garrafa,35.0,,
2025-03-01,Março,A3100104,Tênis,52.0,,
2025-03-01,Março,A1500107,Carteira,148.0,210.0,31080.0
2025-03-01,Março,A3100104,Carteira,46.0,210.0,9660.0
2025-03-01,Março,A1500107,BOLSA,88.0,999.0,87912.0
2025-03-01,Março,A1500107,Mochila,44.0,,
2025-03-01,Março,A3100104,Malaa,45.0,,
2025-03-01,Março,A3100104,FONE,40.0,159.0,6360.0
2025-03-01,Março,A1500107,Malaa,100.0,,
2025-03-01,Março,A3100104,Boné,27.0,,
2025-03-01,Março,A1500107,Tênis,86.0,,
2025-03-01,Março,A1500107,BOLSA,30.0,999.0,29970.0
2025-03-01,Março,A1500108,Malaa,24.0,,
2025-03-01,Março,A1500107,BOLSA,50.0,999.0,49950.0
2025-03-01,Março,A1500108,BOLSA,135.0,999.0,134865.0
2025-03-01,Março,A1500108,Garrafa,21.0,,
2025-03-01,Março,A1500107,Tênis,94.0,,
2025-03-01,Março,A3100104,BOLSA,20.0,999.0,19980.0
2025-03-01,Março,A1500108,Tênis,33.0,,
2025-03-01,Março,A1500107,Boné,88.0,,
2025-03-01,Março,A1500108,Tênis,99.0,,
2025-03-01,Março,A1500108,FONE,33.0,159.0,5247.0
2025-03-01,Março,A1500108,Garrafa,138.0,,
2025-03-01,Março,A1500108,Boné,16.0,,
2025-03-01,Março,A1500107,Carteira,30.0,210.0,6300.0
2025-03-01,Março,A3100104,Garrafa,19.0,,
2025-03-01,Março,A3100104,Tênis,33.0,,
2025-03-01,Março,A1500107,Carteira,40.0,210.0,8400.0
2025-03-01,Março,A1500108,Tênis,20.0,,
2025-03-01,Março,A1500107,Malaa,80.0,,
2025-03-01,Março,A1500107,BOLSA,164.0,999.0,163836.0
2025-03-01,Março,A3100104,Boné,17.0,,
2025-03-01,Março,A3100104,Tênis,24.0,,
2025-03-01,Março,A1500108,Malaa,108.0,,
2025-03-01,Março,A1500107,Garrafa,64.0,,
2025-03-01,Março,A3100104,Malaa,22.0,,
2025-03-01,Março,A1500107,BOLSA,34.0,999.0,33966.0
2025-03-01,Março,A1500108,Garrafa,114.0,,
2025-03-01,Março,A1500107,Garrafa,60.0,,
2025-03-01,Março,A3100104,Mochila,40.0,,
2025-03-01,Março,A3100104,FONE,39.0,159.0,6201.0
2025-03-01,Março,A1500108,FONE,31.0,159.0,4929.0
2025-03-01,Março,A1500107,BOLSA,48.0,999.0,47952.0
2025-03-01,Março,A1500108,BOLSA,52.0,999.0,51948.0
2025-03-01,Março,A3100104,Tênis,31.0,,
2025-03-01,Março,A3100104,Mochila,51.0,,
2025-03-01,Março,A1500108,Malaa,60.0,,
2025-03-01,Março,A1500107,Carteira,86.0,210.0,18060.0
2025-03-01,Março,A1500107,Malaa,64.0,,
2025-03-01,Março,A1500107,Boné,124.0,,
2025-03-01,Março,A3100104,FONE,44.0,159.0,6996.0
2025-03-01,Março,A1500107,Boné,120.0,,
2025-03-01,Março,A3100104,BOLSA,35.0,999.0,34965.0
2025-03-01,Março,A1500107,BOLSA,42.0,999.0,41958.0
2025-03-01,Março,A3100104,Mochila,36.0,,
2025-03-01,Março,A3100104,BOLSA,42.0,999.0,41958.0
2025-03-01,Março,A1500107,Carteira,30.0,210.0,6300.0
2025-03-01,Março,A1500108,FONE,141.0,159.0,22419.0
2025-03-01,Março,A1500108,BOLSA,26.0,999.0,25974.0
2025-03-01,Março,A1500108,FONE,60.0,159.0,9540.0
2025-03-01,Março,A3100104,Tênis,45.0,,
2025-03-01,Março,A1500108,BOLSA,75.0,999.0,74925.0
2025-03-01,Março,A1500108,Garrafa,102.0,,
2025-03-01,Março,A1500108,Garrafa,27.0,,
2025-04-01,Abril,A1500108,FONE,36.0,159.0,5724.0
2025-04-01,Abril,A1500108,Tênis,15.0,,
2025-04-01,Abril,A1500108,Malaa,102.0,,
2025-04-01,Abril,A1500108,Mochila,34.0,,
2025-04-01,Abril,A3100104,Malaa,47.0,,
2025-04-01,Abril,A1500107,Boné,204.0,,
2025-04-01,Abril,A1500108,Carteira,31.0,210.0,6510.0
2025-04-01,Abril,A1500108,BOLSA,26.0,999.0,25974.0
2025-04-01,Abril,A1500108,Malaa,50.0,,
2025-04-01,Abril,A1500108,Carteira,41.0,210.0,8610.0
2025-04-01,Abril,A1500108,Malaa,49.0,,
2025-04-01,Abril,A1500108,Tênis,16.0,,
2025-04-01,Abril,A3100104,Boné,32.0,,
2025-04-01,Abril,A1500107,BOLSA,44.0,999.0,43956.0
2025-04-01,Abril,A3100104,Mochila,38.0,,
2025-04-01,Abril,A1500107,Garrafa,164.0,,
2025-04-01,Abril,A3100104,Carteira,30.0,210.0,6300.0
2025-04-01,Abril,A3100104,Mochila,46.0,,
2025-04-01,Abril,A1500107,FONE,64.0,159.0,10176.0
2025-04-01,Abril,A1500107,Malaa,42.0,,
2025-04-01,Abril,A3100104,Carteira,16.0,210.0,3360.0
2025-04-01,Abril,A1500108,Carteira,99.0,210.0,20790.0
2025-04-01,Abril,A1500108,BOLSA,69.0,999.0,68931.0
2025-04-01,Abril,A1500107,BOLSA,120.0,999.0,119880.0
2025-04-01,Abril,A1500108,Carteira,141.0,210.0,29610.0
2025-04-01,Abril,A3100104,FONE,43.0,159.0,6837.0
2025-04-01,Abril,A1500108,Malaa,129.0,,
2025-04-01,Abril,A3100104,Carteira,50.0,210.0,10500.0
2025-04-01,Abril,A1500108,Tênis,147.0,,
2025-04-01,Abril,A3100104,Mochila,41.0,,
2025-04-01,Abril,A3100104,FONE,23.0,159.0,3657.0
2025-04-01,Abril,A1500107,FONE,36.0,159.0,5724.0
2025-04-01,Abril,A3100104,FONE,35.0,159.0,5565.0
2025-04-01,Abril,A3100104,Garrafa,35.0,,
2025-04-01,Abril,A3100104,FONE,33.0,159.0,5247.0
2025-04-01,Abril,A3100104,Mochila,40.0,,
2025-04-01,Abril,A3100104,Tênis,42.0,,
2025-04-01,Abril,A1500107,Boné,92.0,,
2025-04-01,Abril,A3100104,Garrafa,47.0,,
2025-04-01,Abril,A1500107,Mochila,80.0,,
2025-04-01,Abril,A1500108,Malaa,28.0,,
2025-04-01,Abril,A1500107,Tênis,56.0,,
2025-04-01,Abril,A1500108,BOLSA,36.0,999.0,35964.0
2025-04-01,Abril,A1500108,Tênis,37.0,,
2025-04-01,Abril,A1500108,Tênis,40.0,,
2025-04-01,Abril,A1500108,Tênis,78.0,,
2025-04-01,Abril,A1500108,BOLSA,40.0,999.0,39960.0
2025-04-01,Abril,A1500108,FONE,72.0,159.0,11448.0
2025-04-01,Abril,A1500108,Garrafa,41.0,,
2025-04-01,Abril,A3100104,Garrafa,22.0,,
2025-04-01,Abril,A1500107,Mochila,68.0,,
2025-04-01,Abril,A3100104,FONE,27.0,159.0,4293.0
2025-04-01,Abril,A3100104,Mochila,24.0,,
2025-04-01,Abril,A3100104,Garrafa,26.0,,
2025-04-01,Abril,A1500107,Tênis,74.0,,
2025-04-01,Abril,A3100104,Tênis,51.0,,
2025-04-01,Abril,A1500107,Garrafa,82.0,,
2025-04-01,Abril,A1500108,FONE,37.0,159.0,5883.0
2025-04-01,Abril,A1500108,FONE,45.0,159.0,7155.0
2025-04-01,Abril,A3100104,BOLSA,35.0,999.0,34965.0
2025-04-01,Abril,A1500108,Boné,48.0,,
2025-04-01,Abril,A1500108,Malaa,42.0,,
2025-04-01,Abril,A1500107,Carteira,88.0,210.0,18480.0
2025-04-01,Abril,A1500108,Garrafa,126.0,,
2025-04-01,Abril,A1500108,Carteira,39.0,210.0,8190.0
2025-04-01,Abril,A1500108,FONE,41.0,159.0,6519.0
2025-04-01,Abril,A1500108,Boné,20.0,,
2025-04-01,Abril,A1500107,Carteira,84.0,210.0,17640.0
2025-04-01,Abril,A1500108,Mochila,33.0,,
2025-04-01,Abril,A3100104,Mochila,19.0,,
2025-04-01,Abril,A1500108,Boné,19.0,,
2025-04-01,Abril,A1500108,Carteira,51.0,210.0,10710.0
2025-04-01,Abril,A1500108,Carteira,26.0,210.0,5460.0
2025-04-01,Abril,A3100104,FONE,15.0,159.0,2385.0
2025-04-01,Abril,A3100104,Carteira,19.0,210.0,3990.0
2025-04-01,Abril,A3100104,Boné,41.0,,
2025-04-01,Abril,A1500107,BOLSA,42.0,999.0,41958.0
2025-04-01,Abril,A3100104,FONE,34.0,159.0,5406.0
2025-04-01,Abril,A1500107,Boné,102.0,,
2025-04-01,Abril,A1500108,Garrafa,69.0,,
2025-04-01,Abril,A1500108,Mochila,25.0,,
2025-04-01,Abril,A1500107,Garrafa,144.0,,
2025-04-01,Abril,A3100104,Boné,20.0,,
2025-04-01,Abril,A3100104,Carteira,40.0,210.0,8400.0
2025-04-01,Abril,A3100104,Boné,15.0,,
2025-04-01,Abril,A3100104,FONE,22.0,159.0,3498.0
2025-04-01,Abril,A3100104,Garrafa,26.0,,
2025-04-01,Abril,A3100104,FONE,50.0,159.0,7950.0
2025-04-01,Abril,A3100104,Garrafa,16.0,,
2025-04-01,Abril,A1500108,Malaa,50.0,,
2025-04-01,Abril,A1500108,Garrafa,27.0,,
2025-04-01,Abril,A1500108,Garrafa,57.0,,
2025-04-01,Abril,A1500107,FONE,76.0,159.0,12084.0
2025-04-01,Abril,A1500108,Garrafa,123.0,,
2025-04-01,Abril,A1500108,Malaa,15.0,,
2025-04-01,Abril,A1500108,Boné,42.0,,
2025-04-01,Abril,A1500108,BOLSA,30.0,999.0,29970.0
2025-04-01,Abril,A1500108,Tênis,43.0,,
2025-04-01,Abril,A1500108,Mochila,102.0,,
2025-04-01,Abril,A3100104,Mochila,52.0,,
2025-04-01,Abril,A1500108,BOLSA,50.0,999.0,49950.0
2025-04-01,Abril,A1500108,Carteira,99.0,210.0,20790.0
2025-04-01,Abril,A1500107,Garrafa,66.0,,
2025-04-01,Abril,A1500108,Garrafa,99.0,,
2025-04-01,Abril,A1500107,BOLSA,102.0,999.0,101898.0
2025-04-01,Abril,A3100104,BOLSA,22.0,999.0,21978.0
2025-04-01,Abril,A3100104,Tênis,17.0,,
2025-04-01,Abril,A1500107,Carteira,44.0,210.0,9240.0
2025-04-01,Abril,A3100104,BOLSA,19.0,999.0,18981.0
2025-04-01,Abril,A3100104,Malaa,46.0,,
2025-04-01,Abril,A1500108,BOLSA,18.0,999.0,17982.0
2025-04-01,Abril,A3100104,BOLSA,31.0,999.0,30969.0
2025-04-01,Abril,A3100104,Carteira,48.0,210.0,10080.0
2025-04-01,Abril,A1500107,Mochila,68.0,,
2025-04-01,Abril,A1500108,Boné,147.0,,
2025-04-01,Abril,A1500108,Carteira,50.0,210.0,10500.0
2025-04-01,Abril,A3100104,Tênis,25.0,,
2025-04-01,Abril,A1500108,Carteira,150.0,210.0,31500.0
2025-04-01,Abril,A3100104,BOLSA,43.0,999.0,42957.0
2025-04-01,Abril,A3100104,BOLSA,28.0,999.0,27972.0
2025-04-01,Abril,A3100104,Garrafa,47.0,,
2025-04-01,Abril,A3100104,FONE,41.0,159.0,6519.0
2025-04-01,Abril,A3100104,Malaa,19.0,,
2025-04-01,Abril,A1500108,Garrafa,37.0,,
2025-04-01,Abril,A1500108,Mochila,24.0,,
2025-04-01,Abril,A1500108,Tênis,150.0,,
2025-04-01,Abril,A1500108,Malaa,108.0,,
2025-04-01,Abril,A1500108,Mochila,108.0,,
2025-04-01,Abril,A1500108,FONE,46.0,159.0,7314.0
2025-04-01,Abril,A3100104,Carteira,48.0,210.0,10080.0
2025-04-01,Abril,A1500108,Carteira,36.0,210.0,7560.0
2025-04-01,Abril,A1500108,Malaa,43.0,,
2025-04-01,Abril,A1500107,FONE,86.0,159.0,13674.0
2025-04-01,Abril,A3100104,FONE,48.0,159.0,7632.0
2025-04-01,Abril,A1500108,Garrafa,23.0,,
2025-04-01,Abril,A3100104,BOLSA,47.0,999.0,46953.0
2025-04-01,Abril,A1500108,Malaa,129.0,,
2025-04-01,Abril,A3100104,BOLSA,27.0,999.0,26973.0
2025-04-01,Abril,A3100104,Carteira,30.0,210.0,6300.0
2025-04-01,Abril,A3100104,Boné,50.0,,
2025-04-01,Abril,A1500108,Carteira,150.0,210.0,31500.0
2025-04-01,Abril,A1500108,BOLSA,25.0,999.0,24975.0
2025-04-01,Abril,A1500108,Tênis,38.0,,
2025-04-01,Abril,A1500107,BOLSA,52.0,999.0,51948.0
2025-04-01,Abril,A1500108,BOLSA,75.0,999.0,74925.0
2025-04-01,Abril,A1500108,Tênis,29.0,,
2025-04-01,Abril,A1500107,Boné,92.0,,
2025-04-01,Abril,A1500107,Garrafa,31.0,,
2025-04-01,Abril,A3100104,Carteira,26.0,210.0,5460.0
2025-04-01,Abril,A3100104,Malaa,41.0,,
2025-04-01,Abril,A1500108,Garrafa,17.0,,
2025-04-01,Abril,A1500107,Mochila,44.0,,
2025-04-01,Abril,A1500107,Malaa,208.0,,
2025-04-01,Abril,A3100104,Boné,26.0,,
2025-04-01,Abril,A1500107,Malaa,68.0,,
2025-04-01,Abril,A1500108,FONE,35.0,159.0,5565.0
2025-04-01,Abril,A1500108,BOLSA,50.0,999.0,49950.0
2025-04-01,Abril,A3100104,FONE,34.0,159.0,5406.0
2025-04-01,Abril,A1500108,Carteira,93.0,210.0,19530.0
2025-04-01,Abril,A1500108,Boné,87.0,,
2025-04-01,Abril,A1500108,Malaa,63.0,,
2025-04-01,Abril,A1500108,Mochila,50.0,,
2025-04-01,Abril,A1500108,Mochila,135.0,,
2025-04-01,Abril,A3100104,Carteira,20.0,210.0,4200.0
2025-04-01,Abril,A3100104,Mochila,20.0,,
2025-04-01,Abril,A1500108,Carteira,20.0,210.0,4200.0
2025-04-01,Abril,A3100104,BOLSA,40.0,999.0,39960.0
2025-04-01,Abril,A1500107,Garrafa,30.0,,
2025-04-01,Abril,A1500108,FONE,40.0,159.0,6360.0
2025-04-01,Abril,A1500108,Tênis,15.0,,
2025-04-01,Abril,A3100104,BOLSA,28.0,999.0,27972.0
2025-04-01,Abril,A1500108,BOLSA,49.0,999.0,48951.0
2025-04-01,Abril,A1500107,FONE,100.0,159.0,15900.0
2025-04-01,Abril,A1500107,FONE,36.0,159.0,5724.0
2025-04-01,Abril,A1500108,BOLSA,99.0,999.0,98901.0
2025-04-01,Abril,A1500107,Mochila,80.0,,
2025-04-01,Abril,A1500108,Tênis,44.0,,
2025-04-01,Abril,A1500108,Boné,49.0,,
2025-04-01,Abril,A3100104,FONE,49.0,159.0,7791.0
2025-04-01,Abril,A1500108,BOLSA,90.0,999.0,89910.0
2025-05-01,Maio,A3100104,Mochila,41.0,,
2025-05-01,Maio,A1500108,BOLSA,28.0,999.0,27972.0
2025-05-01,Maio,A1500107,Tênis,30.0,,
2025-05-01,Maio,A3100104,Malaa,22.0,,
2025-05-01,Maio,A3100104,FONE,32.0,159.0,5088.0
2025-05-01,Maio,A1500108,Carteira,57.0,210.0,11970.0
2025-05-01,Maio,A1500108,Tênis,22.0,,
2025-05-01,Maio,A1500108,Carteira,117.0,210.0,24570.0
2025-05-01,Maio,A3100104,Boné,49.0,,
2025-05-01,Maio,A1500108,Malaa,34.0,,
2025-05-01,Maio,A3100104,Garrafa,19.0,,
2025-05-01,Maio,A3100104,FONE,40.0,159.0,6360.0
2025-05-01,Maio,A3100104,Malaa,51.0,,
2025-05-01,Maio,A1500108,Carteira,78.0,210.0,16380.0
2025-05-01,Maio,A1500107,Garrafa,36.0,,
2025-05-01,Maio,A3100104,Carteira,25.0,210.0,5250.0
2025-05-01,Maio,A3100104,Garrafa,19.0,,
2025-05-01,Maio,A1500108,Garrafa,93.0,,
2025-05-01,Maio,A1500108,Mochila,144.0,,
2025-05-01,Maio,A1500108,Garrafa,114.0,,
2025-05-01,Maio,A1500107,BOLSA,148.0,999.0,147852.0
2025-05-01,Maio,A1500108,FONE,28.0,159.0,4452.0
2025-05-01,Maio,A1500107,BOLSA,52.0,999.0,51948.0
2025-05-01,Maio,A3100104,Carteira,25.0,210.0,5250.0
2025-05-01,Maio,A1500108,Carteira,30.0,210.0,6300.0
2025-05-01,Maio,A3100104,Carteira,33.0,210.0,6930.0
2025-05-01,Maio,A1500108,Malaa,51.0,,
2025-05-01,Maio,A1500108,Boné,25.0,,
2025-05-01,Maio,A1500107,Boné,100.0,,
2025-05-01,Maio,A1500108,Mochila,51.0,,
2025-05-01,Maio,A1500108,FONE,99.0,159.0,15741.0
2025-05-01,Maio,A3100104,Malaa,22.0,,
2025-05-01,Maio,A3100104,Mochila,20.0,,
2025-05-01,Maio,A3100104,Carteira,29.0,210.0,6090.0
2025-05-01,Maio,A1500107,Garrafa,36.0,,
2025-05-01,Maio,A1500108,Garrafa,66.0,,
2025-05-01,Maio,A1500108,Garrafa,63.0,,
2025-05-01,Maio,A1500108,Malaa,49.0,,
2025-05-01,Maio,A3100104,Garrafa,44.0,,
2025-05-01,Maio,A1500108,BOLSA,35.0,999.0,34965.0
2025-05-01,Maio,A1500108,FONE,39.0,159.0,6201.0
2025-05-01,Maio,A3100104,FONE,50.0,159.0,7950.0
2025-05-01,Maio,A1500107,Carteira,70.0,210.0,14700.0
2025-05-01,Maio,A1500108,Garrafa,45.0,,
2025-05-01,Maio,A3100104,Tênis,44.0,,
2025-05-01,Maio,A1500107,FONE,94.0,159.0,14946.0
2025-05-01,Maio,A1500108,Boné,111.0,,
2025-05-01,Maio,A3100104,Mochila,20.0,,
2025-05-01,Maio,A3100104,FONE,34.0,159.0,5406.0
2025-05-01,Maio,A3100104,FONE,37.0,159.0,5883.0
2025-05-01,Maio,A1500108,BOLSA,38.0,999.0,37962.0
2025-05-01,Maio,A3100104,BOLSA,43.0,999.0,42957.0
2025-05-01,Maio,A3100104,Garrafa,42.0,,
2025-05-01,Maio,A1500108,BOLSA,46.0,999.0,45954.0
2025-05-01,Maio,A3100104,Garrafa,46.0,,
2025-05-01,Maio,A3100104,FONE,38.0,159.0,6042.0
2025-05-01,Maio,A3100104,FONE,30.0,159.0,4770.0
2025-05-01,Maio,A1500107,Tênis,140.0,,
2025-05-01,Maio,A1500107,FONE,64.0,159.0,10176.0
2025-05-01,Maio,A1500108,FONE,35.0,159.0,5565.0
2025-05-01,Maio,A1500108,Garrafa,21.0,,
2025-05-01,Maio,A3100104,Carteira,44.0,210.0,9240.0
2025-05-01,Maio,A1500108,FONE,17.0,159.0,2703.0
2025-05-01,Maio,A1500108,Carteira,15.0,210.0,3150.0
2025-05-01,Maio,A1500108,Boné,37.0,,
2025-05-01,Maio,A1500108,Garrafa,40.0,,
2025-05-01,Maio,A1500107,Tênis,72.0,,
2025-05-01,Maio,A3100104,Mochila,41.0,,
2025-05-01,Maio,A3100104,Tênis,37.0,,
2025-05-01,Maio,A1500107,Boné,86.0,,
2025-05-01,Maio,A1500108,BOLSA,111.0,999.0,110889.0
2025-05-01,Maio,A1500107,Malaa,196.0,,
2025-05-01,Maio,A1500107,Carteira,96.0,210.0,20160.0
2025-05-01,Maio,A1500108,Garrafa,42.0,,
2025-05-01,Maio,A1500108,Malaa,52.0,,
2025-05-01,Maio,A1500107,Mochila,188.0,,
2025-05-01,Maio,A3100104,Tênis,45.0,,
2025-05-01,Maio,A3100104,Malaa,34.0,,
2025-05-01,Maio,A3100104,Malaa,39.0,,
2025-05-01,Maio,A3100104,Boné,38.0,,
2025-05-01,Maio,A3100104,Mochila,35.0,,
2025-05-01,Maio,A3100104,Mochila,47.0,,
2025-05-01,Maio,A1500108,BOLSA,35.0,999.0,34965.0
2025-05-01,Maio,A1500108,Mochila,46.0,,
2025-05-01,Maio,A3100104,Carteira,20.0,210.0,4200.0
2025-05-01,Maio,A3100104,Carteira,42.0,210.0,8820.0
2025-05-01,Maio,A3100104,Tênis,31.0,,
2025-05-01,Maio,A3100104,BOLSA,35.0,999.0,34965.0
2025-05-01,Maio,A3100104,FONE,46.0,159.0,7314.0
2025-05-01,Maio,A3100104,Mochila,29.0,,
2025-05-01,Maio,A3100104,Mochila,27.0,,
2025-05-01,Maio,A3100104,FONE,44.0,159.0,6996.0
2025-05-01,Maio,A3100104,Mochila,26.0,,
2025-05-01,Maio,A1500108,Carteira,17.0,210.0,3570.0
2025-05-01,Maio,A1500108,Carteira,39.0,210.0,8190.0
2025-05-01,Maio,A1500107,Mochila,38.0,,
2025-05-01,Maio,A1500107,Mochila,96.0,,
2025-05-01,Maio,A3100104,Boné,39.0,,
2025-05-01,Maio,A3100104,Mochila,29.0,,
2025-05-01,Maio,A1500108,Tênis,20.0,,
2025-05-01,Maio,A3100104,Malaa,52.0,,
2025-05-01,Maio,A3100104,Boné,43.0,,
2025-05-01,Maio,A1500108,BOLSA,15.0,999.0,14985.0
2025-05-01,Maio,A1500108,Carteira,21.0,210.0,4410.0
2025-05-01,Maio,A1500108,Carteira,28.0,210.0,5880.0
2025-05-01,Maio,A1500108,BOLSA,52.0,999.0,51948.0
2025-05-01,Maio,A1500108,FONE,72.0,159.0,11448.0
2025-05-01,Maio,A1500108,Tênis,34.0,,
2025-05-01,Maio,A3100104,Boné,32.0,,
2025-05-01,Maio,A1500107,Tênis,172.0,,
2025-05-01,Maio,A1500108,FONE,51.0,159.0,8109.0
2025-05-01,Maio,A1500108,FONE,48.0,159.0,7632.0
2025-05-01,Maio,A1500108,Carteira,22.0,210.0,4620.0
2025-05-01,Maio,A1500108,Garrafa,38.0,,
2025-05-01,Maio,A1500107,BOLSA,40.0,999.0,39960.0
2025-05-01,Maio,A1500108,Boné,27.0,,
2025-05-01,Maio,A1500107,Carteira,29.0,210.0,6090.0
2025-05-01,Maio,A1500108,Mochila,36.0,,
2025-05-01,Maio,A1500107,FONE,76.0,159.0,12084.0
2025-05-01,Maio,A1500107,Mochila,88.0,,
2025-05-01,Maio,A3100104,Tênis,18.0,,
2025-05-01,Maio,A1500107,Garrafa,70.0,,
2025-05-01,Maio,A1500108,FONE,30.0,159.0,4770.0
2025-05-01,Maio,A3100104,FONE,30.0,159.0,4770.0
2025-05-01,Maio,A1500107,Mochila,34.0,,
2025-05-01,Maio,A1500108,BOLSA,50.0,999.0,49950.0
2025-05-01,Maio,A1500108,Malaa,33.0,,
2025-05-01,Maio,A1500107,Garrafa,32.0,,
2025-05-01,Maio,A1500108,BOLSA,44.0,999.0,43956.0
2025-05-01,Maio,A3100104,FONE,37.0,159.0,5883.0
2025-05-01,Maio,A1500108,BOLSA,26.0,999.0,25974.0
2025-05-01,Maio,A1500107,Tênis,82.0,,
2025-05-01,Maio,A3100104,Malaa,27.0,,
2025-05-01,Maio,A1500107,BOLSA,78.0,999.0,77922.0
2025-05-01,Maio,A1500108,Carteira,60.0,210.0,12600.0
2025-05-01,Maio,A3100104,FONE,19.0,159.0,3021.0
2025-05-01,Maio,A1500108,Tênis,37.0,,
2025-05-01,Maio,A1500107,Malaa,176.0,,
2025-05-01,Maio,A1500108,FONE,40.0,159.0,6360.0
2025-05-01,Maio,A1500108,Malaa,31.0,,
2025-05-01,Maio,A1500108,Tênis,35.0,,
2025-05-01,Maio,A1500108,Tênis,50.0,,
2025-05-01,Maio,A1500108,Mochila,29.0,,
2025-05-01,Maio,A3100104,Carteira,43.0,210.0,9030.0
2025-05-01,Maio,A1500107,BOLSA,38.0,999.0,37962.0
2025-05-01,Maio,A1500108,Garrafa,44.0,,
2025-05-01,Maio,A1500107,FONE,72.0,159.0,11448.0
2025-05-01,Maio,A3100104,Boné,44.0,,
2025-05-01,Maio,A1500107,Garrafa,60.0,,
2025-05-01,Maio,A1500108,Garrafa,41.0,,
2025-05-01,Maio,A3100104,Carteira,36.0,210.0,7560.0
2025-05-01,Maio,A1500107,Garrafa,56.0,,
2025-05-01,Maio,A1500108,Carteira,29.0,210.0,6090.0
2025-05-01,Maio,A3100104,Mochila,22.0,,
2025-05-01,Maio,A1500108,FONE,49.0,159.0,7791.0
2025-05-01,Maio,A1500108,Mochila,22.0,,
2025-05-01,Maio,A3100104,Carteira,38.0,210.0,7980.0
2025-05-01,Maio,A3100104,Malaa,28.0,,
2025-05-01,Maio,A1500107,BOLSA,68.0,999.0,67932.0
2025-05-01,Maio,A1500107,FONE,92.0,159.0,14628.0
2025-05-01,Maio,A3100104,FONE,27.0,159.0,4293.0
2025-05-01,Maio,A1500108,FONE,60.0,159.0,9540.0
2025-05-01,Maio,A1500108,Malaa,81.0,,
2025-05-01,Maio,A3100104,Mochila,37.0,,
2025-05-01,Maio,A1500108,BOLSA,43.0,999.0,42957.0
2025-05-01,Maio,A1500108,Carteira,54.0,210.0,11340.0
2025-05-01,Maio,A3100104,BOLSA,37.0,999.0,36963.0
2025-05-01,Maio,A1500108,Mochila,32.0,,
2025-05-01,Maio,A1500107,Malaa,80.0,,
2025-05-01,Maio,A1500108,BOLSA,78.0,999.0,77922.0
2025-05-01,Maio,A1500108,Tênis,141.0,,
2025-05-01,Maio,A3100104,Tênis,36.0,,
2025-05-01,Maio,A3100104,Malaa,41.0,,
2025-05-01,Maio,A1500107,Boné,96.0,,
2025-05-01,Maio,A3100104,Garrafa,46.0,,
2025-06-01,Junho,A1500108,Carteira,48.0,210.0,10080.0
2025-06-01,Junho,A1500107,Mochila,102.0,,
2025-06-01,Junho,A3100104,Garrafa,16.0,,
2025-06-01,Junho,A1500107,Boné,50.0,,
2025-06-01,Junho,A1500107,Tênis,96.0,,
2025-06-01,Junho,A3100104,Carteira,31.0,210.0,6510.0
2025-06-01,Junho,A1500107,Malaa,184.0,,
2025-06-01,Junho,A1500108,FONE,31.0,159.0,4929.0
