city_id,store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,hours_sale,stock_hour6_22_cnt,hours_stock_status,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level
16,128,Pequeno Varejo,Limpeza,Categoria B,Subcategoria X,1098,2024-02-21 02:00:00,4842.86,6-12,35,Alto,0.24,1,1,11.25,20.57,38.94,4.85
7,133,Distribuidores Regionais,Limpeza,Categoria B,Subcategoria Z,1046,2024-02-21 03:00:00,4675.58,18-24,270,Médio,0.12,0,0,4.86,14.03,69.45,9.76
17,196,Auto Serviço,Higiene,Categoria B,Subcategoria Z,1052,2024-02-21 04:00:00,2059.1,6-12,260,Alto,0.03,0,0,4.54,13.93,53.98,9.63
7,140,Grandes Varejistas,Limpeza,Categoria C,Subcategoria Z,1083,2024-02-21 05:00:00,3948.54,12-18,52,Baixo,0.25,1,0,10.51,32.62,73.91,4.24
14,140,Distribuidores Regionais,Limpeza,Categoria B,Subcategoria Z,1040,2024-02-21 06:00:00,3270.9,18-24,493,Baixo,0.14,0,1,18.48,14.16,54.36,4.41
15,122,Grandes Varejistas,Limpeza,Categoria C,Subcategoria X,1074,2024-02-21 07:00:00,898.53,6-12,47,Alto,0.08,1,0,12.63,19.66,52.99,3.85
7,170,Auto Serviço,Limpeza,Categoria B,Subcategoria Y,1031,2024-02-21 08:00:00,2677.57,6-12,462,Médio,0.02,0,0,0.69,32.52,84.24,7.89
9,102,Grandes Varejistas,Bebidas,Categoria C,Subcategoria Y,1013,2024-02-21 09:00:00,3738.46,6-12,10,Alto,0.19,0,1,11.21,10.84,59.67,1.0
19,157,Pequeno Varejo,Bebidas,Categoria B,Subcategoria X,1087,2024-02-21 10:00:00,4479.56,12-18,257,Baixo,0.01,0,0,12.17,25.77,74.39,1.16
16,131,Pequeno Varejo,Alimentos,Categoria B,Subcategoria Y,1094,2024-02-21 11:00:00,4312.99,18-24,342,Baixo,0.24,1,1,11.63,18.76,69.0,7.05
8,130,Grandes Varejistas,Higiene,Categoria C,Subcategoria X,1016,2024-02-21 12:00:00,773.29,6-12,279,Alto,0.23,1,0,13.82,12.69,69.46,0.17
18,181,Pequeno Varejo,Bebidas,Categoria B,Subcategoria Z,1024,2024-02-21 13:00:00,2440.17,12-18,209,Baixo,0.1,0,1,5.87,24.19,50.95,6.71
18,142,Auto Serviço,Limpeza,Categoria A,Subcategoria X,1063,2024-02-21 14:00:00,2391.34,12-18,323,Alto,0.14,1,1,2.88,22.12,45.15,1.29
20,106,Pequeno Varejo,Higiene,Categoria C,Subcategoria Y,1072,2024-02-21 15:00:00,4493.69,12-18,334,Baixo,0.2,0,1,15.0,12.48,83.13,7.86
7,100,Grandes Varejistas,Bebidas,Categoria B,Subcategoria Y,1085,2024-02-21 16:00:00,9.69,18-24,11,Médio,0.29,0,0,3.93,16.68,31.48,7.4
3,160,Grandes Varejistas,Alimentos,Categoria C,Subcategoria Y,1047,2024-02-21 17:00:00,3693.57,12-18,442,Médio,0.16,1,1,2.28,28.51,40.38,1.82
18,113,Grandes Varejistas,Limpeza,Categoria B,Subcategoria Z,1034,2024-02-21 18:00:00,3093.21,12-18,250,Médio,0.3,0,0,7.19,28.9,37.97,7.57
10,151,Distribuidores Regionais,Higiene,Categoria A,Subcategoria X,1036,2024-02-21 19:00:00,4607.86,18-24,322,Alto,0.1,1,0,16.66,24.97,86.96,7.9
7,195,Grandes Varejistas,Bebidas,Categoria B,Subcategoria X,1054,2024-02-21 20:00:00,2284.59,18-24,159,Alto,0.16,0,0,1.64,12.76,30.3,9.26
17,105,Auto Serviço,Higiene,Categoria B,Subcategoria Y,1016,2024-02-21 21:00:00,3288.36,12-18,35,Médio,0.03,1,0,3.91,31.33,30.48,7.24
14,109,Pequeno Varejo,Bebidas,Categoria A,Subcategoria X,1027,2024-02-21 22:00:00,4863.74,12-18,148,Médio,0.17,0,1,9.51,14.32,43.6,8.68
3,170,Pequeno Varejo,Alimentos,Categoria C,Subcategoria Y,1000,2024-02-21 23:00:00,3719.52,6-12,367,Médio,0.16,0,1,5.75,28.02,46.75,6.37
12,189,Distribuidores Regionais,Limpeza,Categoria B,Subcategoria X,1052,2024-02-22 00:00:00,336.92,18-24,197,Baixo,0.25,0,1,14.43,11.06,63.59,6.26
13,197,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Z,1072,2024-02-22 01:00:00,837.67,18-24,449,Médio,0.3,0,0,13.5,18.3,87.67,6.75
2,129,Auto Serviço,Limpeza,Categoria A,Subcategoria Z,1054,2024-02-22 02:00:00,4107.26,6-12,377,Baixo,0.3,0,1,16.85,21.96,57.9,4.06
3,199,Grandes Varejistas,Limpeza,Categoria C,Subcategoria X,1060,2024-02-22 03:00:00,1673.98,12-18,245,Médio,0.07,1,0,4.08,10.7,47.33,2.29
5,120,Distribuidores Regionais,Higiene,Categoria C,Subcategoria Z,1012,2024-02-22 04:00:00,3529.59,12-18,392,Alto,0.1,1,0,12.98,14.29,79.02,4.13
11,159,Pequeno Varejo,Bebidas,Categoria A,Subcategoria Z,1046,2024-02-22 05:00:00,3499.12,12-18,203,Médio,0.08,0,1,15.49,17.97,53.15,5.93
8,180,Distribuidores Regionais,Alimentos,Categoria A,Subcategoria Z,1063,2024-02-22 06:00:00,4968.5,12-18,43,Baixo,0.06,0,1,1.25,34.56,38.5,6.9
12,196,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Y,1031,2024-02-22 07:00:00,2349.36,6-12,314,Médio,0.05,1,0,0.74,29.49,77.67,4.57
7,173,Grandes Varejistas,Alimentos,Categoria A,Subcategoria X,1027,2024-02-22 08:00:00,3689.16,18-24,407,Baixo,0.15,1,0,11.19,31.02,30.14,3.3
15,162,Distribuidores Regionais,Higiene,Categoria A,Subcategoria X,1052,2024-02-22 09:00:00,243.76,18-24,382,Médio,0.26,0,1,11.76,26.69,42.31,2.47
17,141,Auto Serviço,Higiene,Categoria A,Subcategoria Y,1030,2024-02-22 10:00:00,2312.96,12-18,318,Baixo,0.18,0,1,7.86,17.31,68.11,1.83
4,150,Pequeno Varejo,Higiene,Categoria C,Subcategoria Y,1007,2024-02-22 11:00:00,933.41,6-12,205,Baixo,0.26,0,1,0.72,27.74,36.15,4.76
13,163,Grandes Varejistas,Limpeza,Categoria A,Subcategoria Z,1071,2024-02-22 12:00:00,4202.86,12-18,240,Médio,0.29,0,0,8.04,26.84,45.35,7.06
18,175,Pequeno Varejo,Alimentos,Categoria B,Subcategoria X,1097,2024-02-22 13:00:00,4199.54,12-18,40,Médio,0.11,0,0,12.84,25.25,53.6,8.3
1,155,Auto Serviço,Limpeza,Categoria B,Subcategoria Y,1086,2024-02-22 14:00:00,1181.82,6-12,75,Alto,0.25,0,1,14.04,17.46,53.79,3.45
16,179,Auto Serviço,Alimentos,Categoria B,Subcategoria Z,1073,2024-02-22 15:00:00,1591.43,6-12,474,Alto,0.02,1,0,9.86,16.58,88.37,6.11
13,140,Distribuidores Regionais,Alimentos,Categoria A,Subcategoria X,1024,2024-02-22 16:00:00,3512.39,18-24,201,Alto,0.14,0,0,10.5,18.41,70.53,4.78
10,131,Distribuidores Regionais,Bebidas,Categoria C,Subcategoria Z,1032,2024-02-22 17:00:00,3691.33,18-24,362,Baixo,0.11,0,1,13.45,17.81,32.22,9.66
12,114,Distribuidores Regionais,Alimentos,Categoria A,Subcategoria X,1067,2024-02-22 18:00:00,3288.16,12-18,385,Baixo,0.06,1,1,8.99,11.95,43.28,8.82
2,161,Pequeno Varejo,Higiene,Categoria A,Subcategoria Z,1006,2024-02-22 19:00:00,4983.47,12-18,94,Alto,0.13,1,0,5.27,30.06,66.99,8.82
3,126,Auto Serviço,Higiene,Categoria B,Subcategoria X,1096,2024-02-22 20:00:00,4343.42,18-24,27,Alto,0.13,1,0,4.46,19.23,72.81,5.79
10,127,Grandes Varejistas,Higiene,Categoria A,Subcategoria X,1065,2024-02-22 21:00:00,2085.29,6-12,143,Médio,0.24,0,1,15.06,27.67,52.84,4.37
2,180,Distribuidores Regionais,Bebidas,Categoria C,Subcategoria X,1045,2024-02-22 22:00:00,1634.88,12-18,58,Alto,0.26,1,1,9.75,17.0,81.39,6.52
13,163,Pequeno Varejo,Bebidas,Categoria B,Subcategoria X,1095,2024-02-22 23:00:00,2984.25,12-18,128,Baixo,0.2,0,1,12.48,25.05,86.61,1.6
13,158,Distribuidores Regionais,Limpeza,Categoria C,Subcategoria Z,1004,2024-02-23 00:00:00,4088.18,6-12,341,Médio,0.19,1,1,9.42,10.87,66.84,8.83
18,157,Auto Serviço,Alimentos,Categoria C,Subcategoria Y,1016,2024-02-23 01:00:00,2376.72,12-18,0,Alto,0.03,1,1,16.38,12.65,63.74,2.71
3,101,Grandes Varejistas,Alimentos,Categoria C,Subcategoria X,1075,2024-02-23 02:00:00,3688.46,6-12,286,Alto,0.17,1,0,9.94,19.11,75.05,8.27
7,135,Auto Serviço,Higiene,Categoria A,Subcategoria X,1051,2024-02-23 03:00:00,95.8,18-24,21,Alto,0.08,0,1,19.76,16.72,76.92,2.99
14,170,Pequeno Varejo,Higiene,Categoria A,Subcategoria X,1011,2024-02-23 04:00:00,4629.2,18-24,225,Médio,0.09,1,1,4.85,18.84,42.93,5.22
20,112,Distribuidores Regionais,Higiene,Categoria A,Subcategoria X,1061,2024-02-23 05:00:00,3869.17,18-24,203,Médio,0.03,1,0,2.77,33.27,59.01,7.72
17,114,Auto Serviço,Higiene,Categoria A,Subcategoria Z,1034,2024-02-23 06:00:00,1970.95,18-24,186,Médio,0.19,1,1,7.47,11.85,56.85,3.94
12,188,Pequeno Varejo,Higiene,Categoria B,Subcategoria Y,1061,2024-02-23 07:00:00,1920.06,18-24,374,Alto,0.18,0,0,18.37,21.57,86.49,3.58
16,186,Distribuidores Regionais,Higiene,Categoria A,Subcategoria Y,1020,2024-02-23 08:00:00,514.43,12-18,470,Médio,0.07,0,1,17.05,14.96,36.71,8.88
12,159,Grandes Varejistas,Alimentos,Categoria B,Subcategoria Y,1084,2024-02-23 09:00:00,4080.77,18-24,283,Médio,0.08,0,0,4.95,18.9,86.61,0.69
15,121,Auto Serviço,Bebidas,Categoria C,Subcategoria Z,1065,2024-02-23 10:00:00,3843.15,12-18,371,Médio,0.23,0,0,11.99,26.93,64.36,8.42
10,162,Distribuidores Regionais,Higiene,Categoria B,Subcategoria Y,1052,2024-02-23 11:00:00,3151.25,12-18,497,Médio,0.24,0,1,11.78,34.32,47.28,9.28
7,189,Distribuidores Regionais,Alimentos,Categoria A,Subcategoria Z,1020,2024-02-23 12:00:00,507.28,6-12,331,Baixo,0.15,1,1,5.87,27.37,82.16,5.63
20,196,Distribuidores Regionais,Higiene,Categoria B,Subcategoria Z,1014,2024-02-23 13:00:00,1311.71,12-18,26,Alto,0.04,1,0,4.71,32.12,33.03,6.96
5,174,Distribuidores Regionais,Limpeza,Categoria A,Subcategoria X,1074,2024-02-23 14:00:00,2294.57,12-18,342,Médio,0.02,0,0,7.8,13.68,49.14,8.61
1,173,Auto Serviço,Limpeza,Categoria A,Subcategoria Z,1073,2024-02-23 15:00:00,1329.86,18-24,128,Baixo,0.08,1,1,15.77,14.53,75.15,4.36
17,124,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Y,1081,2024-02-23 16:00:00,2169.87,18-24,379,Baixo,0.22,1,0,3.83,31.92,79.66,8.79
3,147,Pequeno Varejo,Bebidas,Categoria B,Subcategoria Y,1022,2024-02-23 17:00:00,1129.79,6-12,362,Alto,0.18,0,0,8.91,25.19,40.05,3.72
13,142,Auto Serviço,Limpeza,Categoria C,Subcategoria Y,1030,2024-02-23 18:00:00,1748.0,6-12,385,Alto,0.22,0,0,9.63,29.8,86.51,3.06
14,137,Distribuidores Regionais,Limpeza,Categoria C,Subcategoria X,1053,2024-02-23 19:00:00,3261.48,12-18,491,Médio,0.14,0,1,18.78,15.57,33.22,9.83
18,140,Auto Serviço,Bebidas,Categoria C,Subcategoria X,1054,2024-02-23 20:00:00,4461.81,6-12,94,Alto,0.23,1,0,6.07,18.71,56.01,0.31
4,144,Pequeno Varejo,Limpeza,Categoria C,Subcategoria X,1025,2024-02-23 21:00:00,1925.15,18-24,65,Alto,0.14,0,1,0.39,12.03,35.85,3.2
18,187,Pequeno Varejo,Higiene,Categoria C,Subcategoria Z,1052,2024-02-23 22:00:00,3459.54,18-24,176,Alto,0.03,0,0,13.87,32.39,35.86,4.59
5,139,Auto Serviço,Bebidas,Categoria B,Subcategoria Y,1065,2024-02-23 23:00:00,673.97,18-24,472,Alto,0.02,0,0,15.12,33.91,84.83,3.11
16,196,Distribuidores Regionais,Limpeza,Categoria C,Subcategoria Z,1038,2024-02-24 00:00:00,2704.09,12-18,485,Médio,0.25,1,1,14.06,31.44,84.24,2.82
1,116,Distribuidores Regionais,Bebidas,Categoria B,Subcategoria Z,1006,2024-02-24 01:00:00,4608.52,12-18,495,Baixo,0.19,1,1,14.01,20.93,66.92,3.71
14,187,Pequeno Varejo,Higiene,Categoria C,Subcategoria Y,1087,2024-02-24 02:00:00,139.68,6-12,274,Alto,0.08,1,1,9.66,18.53,87.98,3.98
15,156,Distribuidores Regionais,Limpeza,Categoria A,Subcategoria X,1038,2024-02-24 03:00:00,1337.79,18-24,155,Baixo,0.23,0,0,0.37,21.57,59.46,0.72
9,101,Pequeno Varejo,Alimentos,Categoria C,Subcategoria Y,1031,2024-02-24 04:00:00,662.47,12-18,453,Baixo,0.04,1,0,14.6,25.94,76.97,7.75
15,195,Distribuidores Regionais,Limpeza,Categoria A,Subcategoria Z,1025,2024-02-24 05:00:00,2665.61,12-18,422,Baixo,0.19,0,1,18.73,20.79,35.84,1.68
17,161,Pequeno Varejo,Limpeza,Categoria B,Subcategoria Z,1086,2024-02-24 06:00:00,3398.21,6-12,18,Alto,0.3,0,0,3.15,20.54,53.74,0.41
4,187,Grandes Varejistas,Higiene,Categoria C,Subcategoria X,1077,2024-02-24 07:00:00,288.9,18-24,382,Alto,0.05,1,1,1.36,20.78,60.91,5.9
12,108,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Z,1028,2024-02-24 08:00:00,351.42,18-24,371,Médio,0.04,0,0,5.3,28.61,76.69,6.69
5,167,Distribuidores Regionais,Alimentos,Categoria C,Subcategoria Z,1024,2024-02-24 09:00:00,4348.15,6-12,319,Alto,0.14,1,1,17.0,29.67,50.07,7.6
5,180,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Y,1055,2024-02-24 10:00:00,2281.17,6-12,57,Alto,0.19,0,1,2.12,31.76,88.82,0.88
11,116,Auto Serviço,Higiene,Categoria C,Subcategoria X,1030,2024-02-24 11:00:00,2314.76,6-12,272,Alto,0.01,0,0,14.3,16.07,74.09,1.72
6,149,Distribuidores Regionais,Higiene,Categoria C,Subcategoria Y,1065,2024-02-24 12:00:00,4722.9,6-12,197,Baixo,0.15,1,1,1.26,13.94,61.98,1.82
7,193,Auto Serviço,Higiene,Categoria A,Subcategoria Y,1001,2024-02-24 13:00:00,1601.05,18-24,78,Médio,0.02,0,1,0.66,18.63,49.85,5.94
14,139,Auto Serviço,Higiene,Categoria B,Subcategoria Y,1086,2024-02-24 14:00:00,4485.12,18-24,469,Baixo,0.07,1,1,17.83,20.51,68.52,8.9
11,157,Pequeno Varejo,Higiene,Categoria B,Subcategoria Z,1046,2024-02-24 15:00:00,4871.27,6-12,40,Médio,0.21,1,1,15.41,27.55,70.38,7.06
13,174,Auto Serviço,Alimentos,Categoria B,Subcategoria Z,1074,2024-02-24 16:00:00,1208.47,12-18,225,Alto,0.22,0,1,11.97,28.95,70.75,3.15
2,184,Auto Serviço,Bebidas,Categoria B,Subcategoria X,1028,2024-02-24 17:00:00,2570.19,12-18,260,Alto,0.22,0,0,3.44,34.6,65.17,8.53
7,120,Grandes Varejistas,Higiene,Categoria B,Subcategoria Z,1098,2024-02-24 18:00:00,2671.78,18-24,244,Baixo,0.02,0,1,5.58,19.46,54.03,6.7
20,117,Distribuidores Regionais,Bebidas,Categoria A,Subcategoria X,1048,2024-02-24 19:00:00,4330.84,18-24,22,Baixo,0.24,0,0,0.97,20.06,79.0,6.88
4,154,Auto Serviço,Limpeza,Categoria C,Subcategoria Y,1072,2024-02-24 20:00:00,1519.54,6-12,196,Baixo,0.13,0,1,12.91,23.55,45.5,9.57
8,128,Distribuidores Regionais,Limpeza,Categoria A,Subcategoria Y,1031,2024-02-24 21:00:00,3990.21,12-18,235,Médio,0.14,0,0,13.72,30.51,67.52,9.5
20,123,Auto Serviço,Higiene,Categoria B,Subcategoria Z,1029,2024-02-24 22:00:00,4855.04,18-24,125,Baixo,0.13,0,1,6.54,26.52,58.3,3.86
19,173,Pequeno Varejo,Limpeza,Categoria B,Subcategoria Z,1014,2024-02-24 23:00:00,4201.68,12-18,265,Alto,0.26,0,0,6.77,24.32,83.57,6.36
13,116,Grandes Varejistas,Bebidas,Categoria C,Subcategoria X,1061,2024-02-25 00:00:00,4545.7,6-12,323,Médio,0.2,0,1,12.58,26.2,65.43,2.02
14,117,Auto Serviço,Limpeza,Categoria A,Subcategoria Z,1077,2024-02-25 01:00:00,3541.77,18-24,139,Médio,0.15,0,1,18.91,21.61,81.34,4.12
10,141,Distribuidores Regionais,Limpeza,Categoria C,Subcategoria Z,1016,2024-02-25 02:00:00,4519.78,18-24,366,Alto,0.25,0,0,7.89,28.98,87.2,2.73
11,183,Pequeno Varejo,Bebidas,Categoria C,Subcategoria Z,1021,2024-02-25 03:00:00,824.25,12-18,393,Baixo,0.24,1,0,9.87,11.88,37.62,3.67
2,144,Distribuidores Regionais,Limpeza,Categoria A,Subcategoria Y,1029,2024-02-25 04:00:00,3561.81,12-18,315,Baixo,0.0,0,0,13.97,22.73,63.31,6.75
9,181,Pequeno Varejo,Higiene,Categoria C,Subcategoria Z,1080,2024-02-25 05:00:00,3659.39,18-24,126,Alto,0.14,0,1,6.85,30.16,83.04,2.1
17,116,Grandes Varejistas,Bebidas,Categoria A,Subcategoria Z,1015,2024-02-25 06:00:00,2195.9,12-18,285,Alto,0.01,0,0,17.38,17.56,82.32,1.8
3,172,Pequeno Varejo,Bebidas,Categoria A,Subcategoria Y,1051,2024-02-25 07:00:00,398.69,12-18,113,Alto,0.09,1,1,16.92,31.09,41.75,3.79
6,113,Distribuidores Regionais,Alimentos,Categoria B,Subcategoria Y,1007,2024-02-25 08:00:00,3112.22,6-12,407,Alto,0.24,0,0,13.49,29.57,58.88,0.98
5,148,Distribuidores Regionais,Alimentos,Categoria C,Subcategoria Y,1063,2024-02-25 09:00:00,259.4,12-18,324,Médio,0.28,1,1,10.74,24.52,43.39,8.14
5,128,Auto Serviço,Bebidas,Categoria B,Subcategoria Y,1038,2024-02-25 10:00:00,1912.01,18-24,12,Médio,0.07,1,1,19.67,16.3,83.81,9.58
15,194,Pequeno Varejo,Bebidas,Categoria C,Subcategoria Z,1030,2024-02-25 11:00:00,1968.35,6-12,227,Baixo,0.01,0,0,14.05,31.53,30.19,8.01
17,103,Distribuidores Regionais,Alimentos,Categoria C,Subcategoria Z,1011,2024-02-25 12:00:00,4994.61,18-24,8,Médio,0.12,0,1,12.86,10.75,43.1,5.31
9,181,Auto Serviço,Higiene,Categoria B,Subcategoria Z,1032,2024-02-25 13:00:00,1499.01,6-12,145,Médio,0.1,0,1,17.54,24.81,54.54,6.74
3,119,Grandes Varejistas,Limpeza,Categoria B,Subcategoria X,1057,2024-02-25 14:00:00,4102.27,6-12,162,Médio,0.2,1,0,11.1,29.56,43.27,8.06
20,146,Distribuidores Regionais,Limpeza,Categoria B,Subcategoria Y,1011,2024-02-25 15:00:00,265.86,12-18,222,Alto,0.15,1,0,4.86,22.14,88.41,0.68
17,108,Auto Serviço,Limpeza,Categoria A,Subcategoria Z,1024,2024-02-25 16:00:00,2648.83,12-18,215,Médio,0.12,1,0,2.76,12.57,44.64,4.18
10,176,Distribuidores Regionais,Bebidas,Categoria C,Subcategoria Z,1037,2024-02-25 17:00:00,2683.46,18-24,490,Baixo,0.07,0,0,9.42,30.85,51.74,1.44
3,178,Pequeno Varejo,Higiene,Categoria A,Subcategoria Z,1047,2024-02-25 18:00:00,3143.75,12-18,387,Médio,0.25,0,0,10.31,32.73,40.44,0.91
18,126,Auto Serviço,Alimentos,Categoria C,Subcategoria Y,1081,2024-02-25 19:00:00,4050.03,6-12,168,Alto,0.07,1,1,16.55,24.08,85.6,7.59
18,114,Pequeno Varejo,Higiene,Categoria C,Subcategoria Y,1082,2024-02-25 20:00:00,3809.62,12-18,25,Médio,0.02,1,1,2.79,29.68,54.68,8.58
17,191,Grandes Varejistas,Higiene,Categoria A,Subcategoria Y,1054,2024-02-25 21:00:00,3805.04,18-24,124,Baixo,0.17,1,1,13.62,25.27,45.71,0.84
3,118,Pequeno Varejo,Limpeza,Categoria A,Subcategoria Z,1002,2024-02-25 22:00:00,2161.47,6-12,299,Médio,0.1,1,1,6.08,24.33,44.77,1.79
3,189,Auto Serviço,Alimentos,Categoria C,Subcategoria Y,1098,2024-02-25 23:00:00,3637.36,18-24,249,Baixo,0.21,0,0,18.78,13.27,65.14,2.21
6,151,Distribuidores Regionais,Higiene,Categoria B,Subcategoria Z,1068,2024-02-26 00:00:00,2456.58,12-18,425,Alto,0.02,0,0,9.41,20.92,88.66,8.57
13,125,Auto Serviço,Alimentos,Categoria B,Subcategoria X,1034,2024-02-26 01:00:00,334.76,6-12,9,Baixo,0.29,1,1,12.45,26.97,88.45,9.14
15,188,Pequeno Varejo,Bebidas,Categoria B,Subcategoria Y,1050,2024-02-26 02:00:00,4450.91,18-24,104,Baixo,0.06,0,1,13.0,21.36,88.9,7.65
9,125,Pequeno Varejo,Limpeza,Categoria B,Subcategoria Y,1026,2024-02-26 03:00:00,4450.82,12-18,105,Alto,0.11,1,1,1.82,25.44,53.2,7.96
4,125,Distribuidores Regionais,Alimentos,Categoria C,Subcategoria Z,1036,2024-02-26 04:00:00,1614.39,12-18,456,Baixo,0.14,1,1,17.04,32.37,84.87,3.43
14,145,Grandes Varejistas,Bebidas,Categoria B,Subcategoria Y,1084,2024-02-26 05:00:00,4569.51,18-24,0,Médio,0.27,0,1,3.28,19.16,56.66,4.08
5,191,Auto Serviço,Bebidas,Categoria B,Subcategoria Y,1015,2024-02-26 06:00:00,3789.92,6-12,181,Médio,0.22,0,0,7.95,30.71,60.63,2.8
2,148,Distribuidores Regionais,Bebidas,Categoria B,Subcategoria Z,1091,2024-02-26 07:00:00,2004.01,18-24,399,Baixo,0.04,0,1,13.45,10.73,61.19,9.58
11,181,Distribuidores Regionais,Higiene,Categoria C,Subcategoria Z,1024,2024-02-26 08:00:00,1657.53,12-18,301,Médio,0.13,1,1,1.1,31.32,33.82,7.28
9,195,Distribuidores Regionais,Higiene,Categoria A,Subcategoria Z,1032,2024-02-26 09:00:00,4875.71,18-24,140,Médio,0.16,1,1,11.61,12.67,40.62,3.41
3,152,Auto Serviço,Limpeza,Categoria B,Subcategoria X,1061,2024-02-26 10:00:00,3563.13,12-18,229,Alto,0.21,0,1,8.2,18.04,83.17,1.36
9,102,Auto Serviço,Limpeza,Categoria C,Subcategoria Z,1016,2024-02-26 11:00:00,1894.05,6-12,63,Baixo,0.17,0,0,1.28,22.84,83.78,1.95
3,165,Auto Serviço,Bebidas,Categoria C,Subcategoria Y,1042,2024-02-26 12:00:00,3209.92,18-24,77,Médio,0.14,0,0,14.53,26.25,42.12,2.04
2,196,Grandes Varejistas,Limpeza,Categoria B,Subcategoria X,1029,2024-02-26 13:00:00,2857.63,6-12,231,Baixo,0.23,1,1,10.03,33.83,48.16,6.15
12,141,Distribuidores Regionais,Higiene,Categoria A,Subcategoria Z,1040,2024-02-26 14:00:00,2622.7,18-24,86,Baixo,0.11,1,1,6.07,17.68,79.79,9.03
10,118,Pequeno Varejo,Limpeza,Categoria A,Subcategoria X,1003,2024-02-26 15:00:00,3223.51,12-18,182,Médio,0.3,0,0,1.69,12.13,42.25,8.69
9,116,Pequeno Varejo,Alimentos,Categoria A,Subcategoria X,1065,2024-02-26 16:00:00,2688.13,6-12,318,Alto,0.28,0,0,10.95,21.47,82.85,0.7
15,132,Distribuidores Regionais,Higiene,Categoria C,Subcategoria Y,1059,2024-02-26 17:00:00,3273.95,12-18,145,Alto,0.21,1,0,6.12,18.63,79.39,7.09
8,175,Pequeno Varejo,Bebidas,Categoria B,Subcategoria X,1008,2024-02-26 18:00:00,4537.84,18-24,316,Baixo,0.26,0,1,18.93,25.0,78.45,1.68
5,148,Grandes Varejistas,Bebidas,Categoria B,Subcategoria Z,1030,2024-02-26 19:00:00,4966.32,12-18,91,Alto,0.12,1,1,11.83,33.07,83.5,3.1
11,155,Grandes Varejistas,Limpeza,Categoria C,Subcategoria X,1088,2024-02-26 20:00:00,3546.43,18-24,122,Médio,0.17,0,1,5.7,26.08,83.22,5.44
2,162,Auto Serviço,Higiene,Categoria B,Subcategoria X,1099,2024-02-26 21:00:00,4639.1,6-12,275,Médio,0.08,1,1,10.57,24.45,85.03,8.41
15,102,Auto Serviço,Bebidas,Categoria B,Subcategoria Y,1068,2024-02-26 22:00:00,4292.05,12-18,448,Alto,0.27,1,1,10.79,16.15,82.77,2.37
6,148,Auto Serviço,Bebidas,Categoria A,Subcategoria Y,1023,2024-02-26 23:00:00,1475.19,12-18,63,Alto,0.14,0,1,14.54,16.62,66.42,8.74
8,154,Auto Serviço,Higiene,Categoria B,Subcategoria Z,1023,2024-02-27 00:00:00,4664.54,18-24,331,Baixo,0.16,0,1,18.04,20.9,39.46,7.35
5,125,Auto Serviço,Higiene,Categoria B,Subcategoria Y,1092,2024-02-27 01:00:00,354.05,18-24,218,Alto,0.26,1,1,19.25,32.28,66.55,6.74
16,198,Pequeno Varejo,Bebidas,Categoria C,Subcategoria Z,1044,2024-02-27 02:00:00,1649.61,18-24,191,Baixo,0.24,0,1,14.36,24.49,86.53,1.33
18,171,Pequeno Varejo,Limpeza,Categoria C,Subcategoria Z,1094,2024-02-27 03:00:00,3199.72,6-12,106,Médio,0.1,0,1,10.92,22.37,88.06,4.74
6,151,Auto Serviço,Limpeza,Categoria A,Subcategoria Y,1036,2024-02-27 04:00:00,2634.58,12-18,396,Alto,0.03,0,1,4.5,23.56,73.71,2.75
5,199,Grandes Varejistas,Limpeza,Categoria C,Subcategoria X,1057,2024-02-27 05:00:00,2712.06,18-24,246,Baixo,0.05,1,0,8.06,30.84,71.63,5.88
16,106,Pequeno Varejo,Alimentos,Categoria A,Subcategoria Y,1082,2024-02-27 06:00:00,3974.44,18-24,451,Baixo,0.1,1,0,9.78,26.95,86.31,6.74
13,145,Grandes Varejistas,Higiene,Categoria A,Subcategoria X,1022,2024-02-27 07:00:00,973.52,12-18,472,Baixo,0.09,1,1,2.57,33.19,47.48,0.65
5,145,Grandes Varejistas,Bebidas,Categoria B,Subcategoria X,1034,2024-02-27 08:00:00,4910.38,6-12,453,Baixo,0.01,0,1,5.13,24.54,39.06,6.44
13,199,Distribuidores Regionais,Alimentos,Categoria A,Subcategoria Z,1062,2024-02-27 09:00:00,2187.29,12-18,56,Médio,0.13,1,1,19.69,14.9,47.4,4.98
17,115,Distribuidores Regionais,Limpeza,Categoria B,Subcategoria Z,1005,2024-02-27 10:00:00,4749.22,18-24,44,Alto,0.03,0,0,15.13,10.47,86.94,8.39
18,123,Auto Serviço,Alimentos,Categoria A,Subcategoria Y,1005,2024-02-27 11:00:00,1915.58,12-18,375,Baixo,0.07,0,1,9.64,17.93,42.74,7.93
8,160,Grandes Varejistas,Bebidas,Categoria C,Subcategoria X,1029,2024-02-27 12:00:00,3008.93,18-24,85,Alto,0.24,1,1,4.52,11.57,43.48,4.13
